airline_name,icao,model_code,model_name,registration,lat,lng,alt
British Airways (Oneworld Livery),BAW,A320,Airbus A320-232,G-EUYR,51.473728,-0.484924,0
British Airways,BAW,A321,Airbus A321-231,G-EUXI,42.700272,-8.138825,34000
British Airways,BAW,B77W,Boeing 777-336(ER),G-STBJ,46.988899,13.728826,31000
British Airways,BAW,A319,Airbus A319-131,G-EUPY,51.466644,-0.457881,0
British Airways,BAW,B77W,Boeing 777-336(ER),G-STBF,-5.646228,112.083275,33000
British Airways,BAW,E190,Embraer E190SR,G-LCYZ,49.552994,-0.459273,25850
British Airways,BAW,A35K,Airbus A350-1041,G-XWBE,57.569244,-12.298751,37000
British Airways,BAW,B78X,Boeing 787-10 Dreamliner,G-ZBLF,43.790909,-68.452614,36150
British Airways,BAW,A35K,Airbus A350-1041,G-XWBB,57.293381,-11.192579,36000
British Airways,BAW,A35K,Airbus A350-1041,G-XWBM,57.918571,-9.801636,39000
British Airways,BAW,A320,Airbus A320-232,G-EUUA,48.469631,11.439731,11750
British Airways,BAW,A320,Airbus A320-232,G-GATL,50.644272,0.837039,16800
British Airways,BAW,E190,Embraer E190SR,G-LCAH,52.248825,3.169708,34000
British Airways,BAW,A320,Airbus A320-232,G-EUUG,52.573349,13.188146,8825
British Airways,BAW,B789,Boeing 787-9 Dreamliner,G-ZBKH,49.73877,11.949583,32975
British Airways,BAW,B78X,Boeing 787-10 Dreamliner,G-ZBLC,55.153244,-9.494853,36000
British Airways,BAW,A20N,Airbus A320-251N,G-TTNK,49.006298,2.552514,0
British Airways,BAW,A319,Airbus A319-131,G-DBCC,49.89748,10.914768,38975
British Airways,BAW,A319,Airbus A319-131,G-DBCE,51.711365,1.059884,17500
British Airways,BAW,A320,Airbus A320-232,G-EUUL,43.135769,-3.179038,36000
British Airways,BAW,A320,Airbus A320-232,G-GATU,49.330582,3.126456,35975
British Airways,BAW,A319,Airbus A319-131,G-EUPN,51.165665,0.289356,11150
British Airways,BAW,B772,Boeing 777-236(ER),G-YMMG,43.831352,-65.159065,41000
British Airways,BAW,A21N,Airbus A321-251NX,G-NEOR,46.463654,5.092498,37025
British Airways,BAW,A388,Airbus A380-841,G-XLEA,50.127914,9.652935,39000
British Airways,BAW,A320,Airbus A320-232,G-EUUN,51.474014,-0.486034,0
British Airways,BAW,A320,Airbus A320-232,G-EUUW,51.478088,-0.32328,1025
British Airways,BAW,A20N,Airbus A320-251N,G-TTNT,47.699661,2.946739,39000
British Airways,BAW,A319,Airbus A319-131,G-DBCB,52.298172,4.755268,0
British Airways,BAW,B772,Boeing 777-236(ER),G-VIIR,49.950119,-7.179132,36000
British Airways,BAW,A320,Airbus A320-232,G-EUYF,45.563416,7.602338,35975
British Airways,BAW,A20N,Airbus A320-251N,G-TTNP,48.358185,4.540679,29025
British Airways,BAW,A320,Airbus A320-232,G-EUUF,44.568878,-7.077406,36025
British Airways,BAW,B772,Boeing 777-236(ER),G-VIID,54.143372,-4.738177,38000
British Airways,BAW,A319,Airbus A319-131,G-EUPP,53.033566,6.023176,38000
British Airways,BAW,E190,Embraer E190SR,G-LCYP,52.305862,4.768887,0
British Airways,BAW,A320,Airbus A320-232,G-EUYU,43.380215,23.870806,37975
British Airways (BA Better World Livery),BAW,A20N,Airbus A320-251N,G-TTNA,47.435844,3.489357,33050
British Airways,BAW,A320,Airbus A320-232,G-GATN,50.147552,7.098614,36975
British Airways,BAW,A320,Airbus A320-232,G-EUYA,55.256104,-3.487917,17750
British Airways,BAW,B77W,Boeing 777-36N(ER),G-STBC,54.126335,-4.128597,32000
British Airways,BAW,B772,Boeing 777-236(ER),G-VIIC,42.189224,-71.058228,39000
British Airways,BAW,A320,Airbus A320-232,G-GATM,37.240582,28.193365,33975
British Airways,BAW,A320,Airbus A320-232,G-EUUJ,53.356567,-2.269323,0
British Airways,BAW,A319,Airbus A319-131,G-DBCF,52.021286,6.678118,38000
British Airways,BAW,A320,Airbus A320-232,G-EUYI,51.47818,-0.24697,1975
British Airways,BAW,B772,Boeing 777-236(ER),G-YMMS,53.804123,-3.234218,36000
British Airways,BAW,A20N,Airbus A320-251N,G-TTNF,46.612896,4.694321,38000
British Airways,BAW,A320,Airbus A320-232,G-MIDT,51.965378,-0.965541,13000
British Airways,BAW,A321,Airbus A321-231,G-EUXK,31.235575,-15.244189,34025
British Airways,BAW,B788,Boeing 787-8 Dreamliner,G-ZBJG,53.277779,-1.899665,32850
British Airways,BAW,A35K,Airbus A350-1041,G-XWBG,52.822723,-1.357498,25800
British Airways,BAW,A320,Airbus A320-232,G-EUUZ,52.996124,-1.671982,34000
British Airways,BAW,B78X,Boeing 787-10 Dreamliner,G-ZBLE,50.306625,0.167397,19550
British Airways,BAW,A320,Airbus A320-232,G-EUUK,49.696426,0.997226,33000
British Airways,BAW,A320,Airbus A320-232,G-EUUT,51.977436,0.595694,21100
British Airways (Oneworld Livery),BAW,A320,Airbus A320-232,G-EUYS,47.37677,7.96544,36025
British Airways,BAW,A320,Airbus A320-232,G-EUUP,50.699669,-0.018463,19975
British Airways,BAW,A320,Airbus A320-232,G-EUYC,50.446838,-0.165012,23725
British Airways,BAW,A320,Airbus A320-232,G-EUYT,51.322121,-0.944748,12225
British Airways,BAW,E190,Embraer E190SR,G-LCYL,50.823303,5.136776,32000
British Airways,BAW,E190,Embraer E190SR,G-LCYR,51.673462,1.918079,14000
British Airways,BAW,A320,Airbus A320-232,G-EUYY,42.247692,1.501103,29875
British Airways,BAW,A319,Airbus A319-131,G-DBCD,50.502365,12.073324,35900
British Airways,BAW,A319,Airbus A319-131,G-EUPO,51.345348,-0.577927,7400
British Airways,BAW,B772,Boeing 777-236(ER),G-VIIV,51.314766,0.358429,15150
British Airways,BAW,A319,Airbus A319-131,G-EUPS,48.351948,15.126223,30050
British Airways,BAW,A320,Airbus A320-232,G-EUUM,51.464951,-0.435519,0
British Airways,BAW,A20N,Airbus A320-251N,G-TTND,56.721668,-3.021506,25225
British Airways,BAW,A35K,Airbus A350-1041,G-XWBL,51.466679,-0.437263,0
British Airways,BAW,A319,Airbus A319-131,G-EUPZ,51.114807,3.858577,17050
British Airways,BAW,A20N,Airbus A320-251N,G-TTNS,51.466629,-0.458355,0
British Airways,BAW,B788,Boeing 787-8 Dreamliner,G-ZBJI,51.466595,-0.46936,0
British Airways,BAW,E190,Embraer E190SR,G-LCYS,51.695793,-0.073242,5075
British Airways,BAW,A320,Airbus A320-232,G-MIDS,55.952316,-3.365728,0
British Airways,BAW,B77W,Boeing 777-336(ER),G-STBK,51.469883,-0.426444,0
British Airways,BAW,A320,Airbus A320-232,G-EUUC,52.383316,-7.638092,26500
British Airways,BAW,E190,Embraer E190SR,G-LCAG,51.960354,4.45385,0
British Airways,BAW,E190,Embraer E190LR,G-LCAD,51.504284,0.052816,0
British Airways,BAW,A319,Airbus A319-131,G-EUPD,51.47097,-0.484902,0
British Airways,BAW,B772,Boeing 777-236(ER),G-VIIO,51.156651,-0.168972,0
British Airways,BAW,A319,Airbus A319-131,G-DBCJ,51.473961,-0.47884,0
British Airways,BAW,A20N,Airbus A320-251N,G-TTNB,55.86742,-4.43294,0
Bromma Air Maintenance,CFL,BE20,Beech B200C Super King Air,SE-LKY,64.639893,18.745861,2050
Brussels Airlines,BEL,A333,Airbus A330-342,OO-SFB,26.720053,-8.614074,37000
Brussels Airlines,BEL,A333,Airbus A330-343,OO-SFG,22.400951,10.655708,37004
Brussels Airlines,BEL,A333,Airbus A330-343,OO-SFE,22.800922,5.452995,37000
Brussels Airlines,BEL,A333,Airbus A330-342,OO-SFC,34.611603,-6.189843,37000
Brussels Airlines,BEL,A333,Airbus A330-343,OO-SFJ,29.915726,-9.36936,36000
Brussels Airlines,BEL,A333,Airbus A330-342,OO-SFH,36.711235,-4.992234,35000
Brussels Airlines,BEL,A319,Airbus A319-111,OO-SSV,54.454559,8.143455,36975
Brussels Airlines,BEL,A320,Airbus A320-214,OO-TCV,47.260574,-0.561127,35000
Brussels Airlines,BEL,A319,Airbus A319-111,OO-SSJ,50.697903,5.445328,13825
Brussels Airlines,BEL,A319,Airbus A319-111,OO-SSX,48.482758,11.88634,7400
Brussels Airlines,BEL,A319,Airbus A319-112,OO-SSN,50.84845,4.467468,3800
Brussels Airlines,BEL,A319,Airbus A319-111,OO-SSL,50.902184,4.486771,0
Buddha Air,BHA,AT75,ATR 72-500,9N-ANQ,28.122253,84.16124,5125
Buddha Air,BHA,AT75,ATR 72-500,9N-ANI,26.85417,87.403954,16000
Buddha Air,BHA,AT75,ATR 72-500,9N-ANH,26.708965,85.924423,0
Bul Air,BVL,A319,Airbus A319-112,LZ-FBA,45.390427,15.678864,36975
Bulgaria - Air Force,AFB,PC9,Pilatus PC-9M,663,43.619431,24.532642,7925
Bulgaria Air,LZB,BCS3,Airbus A220-300,LZ-ROM,42.689564,23.413004,0
Bulgaria Air,LZB,A320,Airbus A320-214,LZ-FBD,10.14061,124.846954,35050
Bulgaria Air,LZB,E190,Embraer E190STD,LZ-SOF,37.902412,23.923088,525
Bulgaria Air,LZB,BCS3,Airbus A220-300,LZ-PAR,43.236099,27.826571,0
Buraq Air,BRQ,A320,Airbus A320-214,5A-BAA,26.968502,14.391878,33975
Businesswings,JMP,D228,Dornier 228-100,D-IROL,48.950191,2.374637,2175
Buzz,RYS,B38M,Boeing 737 MAX 8-200,SP-RZG,45.630829,9.904999,2800
Buzz,RYS,B38M,Boeing 737 MAX 8-200,SP-RZB,51.982086,0.381088,2275
Buzz,RYS,B38M,Boeing 737 MAX 8-200,SP-RZE,52.447636,20.652746,0
Buzz,RYS,B38M,Boeing 737 MAX 8-200,SP-RZC,46.015732,10.809743,37000
Buzz,RYS,B38M,Boeing 737 MAX 8-200,SP-RZA,53.610626,-1.409966,14500
CAA,DBP,A320,Airbus A320-214,9S-ABI,-11.588985,27.531347,0
CAA,DBP,AT75,ATR 72-500(F),9S-AIB,-1.926682,28.574602,15475
Caicos Express Airways,CXE,B190,Beech 1900C-1,VQ-TGG,21.760891,-72.151131,1700
Cambodia Airways,KME,A320,Airbus A320-214,XU-761,22.157003,113.575211,0
Cambodia Angkor Air,KHV,A320,Airbus A320-232,XU-353,29.061996,121.095535,30550
Cambodia Angkor Air,KHV,A321,Airbus A321-231,XU-350,11.58243,104.881607,725
Cambodia Angkor Air,KHV,AT75,ATR 72-500,XU-235,11.550751,104.844078,0
Canada - Coast Guard,CTG,B429,Bell 429 GlobalRanger,C-GCQT,48.12561,-69.708527,1200
Canada - Department of Transport,TGO,C550,Cessna 550 Citation II,C-FKCE,46.714233,-64.828377,23250
Canada - Royal Canada Air Force (RCAF),CFC,C30J,Lockheed CC130J Hercules,130605,50.916462,4.516678,0
Canada - Royal Canada Air Force (RCAF),CFC,C30J,Lockheed CC130J Hercules,130613,44.707077,-77.578453,18025
Canadian North,AKT,B733,Boeing 737-36Q,C-GICN,57.011036,-111.863594,7800
Canadian North,AKT,B733,Boeing 737-36N,C-FKCN,56.558121,-112.099083,15725
Canadian North,AKT,B737,Boeing 737-752,C-FHNL,51.097996,-114.012405,0
Canavia,CNA,P208,Tecnam P2008,EC-NJX,27.781952,-15.508654,0
Canavia,CNA,P06T,Tecnam P2006T,EC-OAD,27.796509,-15.735531,2750
Cape Air,KAP,C402,Cessna 402C,N160PB,44.097794,-73.220428,7725
Cape Air,KAP,P212,Tecnam P-2012 Traveller,N288CA,42.378971,-87.389404,6975
Cape Air,KAP,C402,Cessna 402C,N548GA,18.409409,-65.098091,6475
Cape Air,KAP,BN2P,Britten-Norman BN-2B-20 Islander,N510BN,18.404755,-65.695396,3400
Cape Air,KAP,C402,Cessna 402C,N401TJ,17.873034,-64.948036,5300
Cape Air,KAP,C402,Cessna 402C,N2651S,42.357044,-71.0056,0
Cape Air,KAP,P212,Tecnam P-2012 Traveller,N133CA,41.696934,-70.264915,775
Capital Airlines (Universal Beijing Resort Livery),CBJ,A332,Airbus A330-243,B-8982,54.720341,84.086777,36000
Capital Airlines,CBJ,A20N,Airbus A320-251N,B-1247,25.615629,103.5345,14600
Capital Airlines,CBJ,A332,Airbus A330-243,B-1043,54.14328,8.021554,35000
Capital Airlines,CBJ,A20N,Airbus A320-251N,B-1248,29.634409,113.497498,26575
Capital Airlines,CBJ,A321,Airbus A321-231,B-300E,34.564774,114.849167,27600
Capital Airlines,CBJ,A320,Airbus A320-232,B-6709,26.200066,119.398621,7625
Capital Airlines,CBJ,A333,Airbus A330-343,B-8678,25.371185,118.672539,36100
Capital Airlines,CBJ,A20N,Airbus A320-251N,B-322M,33.931042,108.677277,33075
Capital Airlines,CBJ,A320,Airbus A320-214,B-8170,27.77632,111.085197,32100
Capital Airlines,CBJ,A319,Airbus A319-132,B-6178,26.470255,107.241089,29075
Capital Airlines,CBJ,A319,Airbus A319-112,B-6215,26.86525,104.591377,34100
Capital Airlines,CBJ,A319,Airbus A319-133,B-6416,32.990921,107.374825,36075
Capital Airlines,CBJ,A319,Airbus A319-132,B-6182,26.837723,103.733948,34100
Capital Airlines,CBJ,A320,Airbus A320-232,B-6746,41.63641,123.485268,0
Capital Airlines,CBJ,A319,Airbus A319-132,B-6179,27.861469,108.050911,31075
Capital Airlines,CBJ,A20N,Airbus A320-251N,B-322N,27.556271,110.465607,29100
Capital Airlines,CBJ,A321,Airbus A321-231,B-300G,37.905067,123.687546,35075
Capital Airlines,CBJ,A319,Airbus A319-133,B-6415,27.604797,104.953064,36125
Capital Airlines,CBJ,A319,Airbus A319-132,B-6180,29.41411,118.416977,30100
Capital Airlines,CBJ,A320,Airbus A320-232,B-6898,33.712246,131.41777,30000
Capital Airlines,CBJ,A320,Airbus A320-214,B-8072,34.128071,112.593224,27600
Capital Airlines,CBJ,A320,Airbus A320-214,B-1811,27.484039,115.439468,25600
Capital Airlines,CBJ,A320,Airbus A320-232,B-6723,27.613205,103.905579,35100
Capital Airlines,CBJ,A20N,Airbus A320-251N,B-1249,33.598251,114.893509,25600
Capital Airlines,CBJ,A333,Airbus A330-343,B-305R,28.872482,113.508522,37100
Capital Airlines,CBJ,A319,Airbus A319-133,B-6417,30.990417,105.318871,31150
Capital Airlines,CBJ,A320,Airbus A320-214,B-6769,33.073318,121.545174,35100
Capital Airlines,CBJ,A21N,Airbus A321-251NX,B-322L,44.033581,123.107368,32150
Capital Airlines,CBJ,A321,Airbus A321-231,B-8189,36.357971,120.082413,0
Capital Airlines,CBJ,A321,Airbus A321-231,B-300F,35.747223,107.326813,31075
Capital Airlines,CBJ,A320,Airbus A320-232,B-6726,42.81308,125.076408,35375
Capital Airlines,CBJ,A320,Airbus A320-214,B-1809,38.05632,120.68885,19200
Capital Airlines,CBJ,A321,Airbus A321-231,B-8200,30.23242,120.54512,3400
Capital Airlines (Guermas Livery),CBJ,A320,Airbus A320-214,B-9962,22.597795,108.165207,0
Capital Airlines (Bestune T99 Livery),CBJ,A320,Airbus A320-214,B-6958,28.177837,102.903656,30100
Capital Airlines,CBJ,A320,Airbus A320-214,B-8171,23.094223,113.186493,7475
CareFlight (28),CFH,BE20,Beech King Air B200,VH-ZCO,-12.053467,134.233276,350
Cargojet Airways,CJT,B763,Boeing 767-39H(ER)(BDSF),C-FDIJ,26.617825,-99.078354,36025
CargoJet Airways,CJT,B763,Boeing 767-316(ER)(BDSF),C-GCJN,46.320328,-105.302147,38000
Cargojet Airways,CJT,B763,Boeing 767-328(ER)(BDSF),C-FMIJ,27.049622,-96.740784,30000
Cargojet Airways,CJT,B762,Boeing 767-224(ER)(BDSF),C-FOIJ,39.192673,-103.499275,24575
Cargojet Airways,CJT,B763,Boeing 767-39H(ER)(BCF),C-FGSJ,-1.463602,-79.43589,34000
Cargojet Airways,CJT,B763,Boeing 767-323(ER)(BDSF),C-FCCJ,49.188549,-123.167175,0
Cargolux,CLX,B744,Boeing 747-4R7F,LX-UCV,-8.094177,19.498173,35000
Cargolux,CLX,B748,Boeing 747-8R7F,LX-VCB,26.750244,-105.358315,31000
Cargolux (Not without my mask Livery),CLX,B748,Boeing 747-8R7F,LX-VCF,28.872482,-105.136467,33000
Cargolux,CLX,B744,Boeing 747-4EVF(ER),LX-JCV,40.566273,66.957985,34000
Cargolux,CLX,B744,Boeing 747-4R7F,LX-TCV,61.203735,-20.824389,37000
Cargolux,CLX,B744,Boeing 747-4HQF(ER),LX-ECV,42.055115,66.804115,33000
Cargolux,CLX,B748,Boeing 747-8R7F,LX-VCK,41.965866,-87.808678,2000
Cargolux,CLX,B748,Boeing 747-8R7F,LX-VCL,39.154587,149.827591,33004
Cargolux,CLX,B744,Boeing 747-4R7F,LX-VCV,41.446335,60.091034,35000
Cargolux,CLX,B744,Boeing 747-4R7F,LX-YCV,41.13821,81.116371,32125
Cargolux,CLX,B744,Boeing 747-4R7F,LX-OCV,41.907299,98.710373,33100
Cargolux,CLX,B748,Boeing 747-8R7F,LX-VCJ,48.063557,-92.56601,35000
Cargolux,CLX,B744,Boeing 747-4HAF(ER),LX-MCL,42.596687,31.240248,31000
Cargolux,CLX,B748,Boeing 747-8R7F,LX-VCH,48.126961,18.857187,31000
Cargolux,CLX,B748,Boeing 747-8R7F,LX-VCM,48.662018,6.948148,25600
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-JAM,13.007114,-61.980526,39000
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-CAL,17.330328,-70.821793,38000
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-BAR,35.764549,-70.448578,35000
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-GRN,26.715816,-77.548004,39000
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-TTO,15.712509,-64.463631,40000
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-BAH,14.941918,-64.102921,38000
Caribbean Airlines,BWA,B38M,Boeing 737 MAX 8,9Y-GUY,15.884694,-61.079472,36000
Caribbean Airlines,BWA,AT76,ATR 72-600,9Y-TTD,12.414412,-60.02573,16525
Caribbean Airlines,BWA,AT76,ATR 72-600,9Y-TTJ,12.551376,-60.622227,16000
Caribbean Airlines,BWA,AT76,ATR 72-600,9Y-TTE,10.595383,-61.377243,450
Castle Aviation,CSJ,C208,Cessna 208B Grand Caravan,N805TH,44.376114,-70.189293,8675
Castle Aviation,CSJ,C208,Cessna 208B Grand Caravan,N27MG,43.495285,-70.35434,5650
Cathay Pacific,CPA,A35K,Airbus A350-1041,B-LXI,51.724731,1.253406,20125
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRV,59.105255,-105.877075,39000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRO,59.414291,-113.234711,39000
Cathay Pacific Cargo,CPA,B744,Boeing 747-467F(ER),B-LIA,25.319412,47.210644,15600
Cathay Pacific,CPA,A35K,Airbus A350-1041,B-LXD,54.03162,-149.164459,37008
Cathay Pacific Cargo,CPA,B748,Boeing 747-867F,B-LJC,42.842926,-76.612648,35000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRU,79.956604,36.847973,37000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRL,43.003269,169.990097,38000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPR,42.533813,174.190369,32000
Cathay Pacific Cargo,CPA,B748,Boeing 747-867F,B-LJB,39.895687,144.881348,36000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KQJ,42.983334,179.850006,32000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KQZ,-27.235712,116.719383,36000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-HNR,24.199156,89.325325,34000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KQC,44.893471,172.622955,33000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KQR,15.227142,93.625389,36000
Cathay Pacific (Spirit of Hong Kong Livery),CPA,B773,Boeing 777-367,B-HNK,22.310497,113.924423,0
Cathay Pacific Cargo,CPA,B748,Boeing 747-867F,B-LJK,-1.687683,126.989479,38000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRT,44.001274,164.003052,37004
Cathay Pacific,CPA,B773,Boeing 777-31H,B-HNU,22.316139,113.908363,0
Cathay Pacific,CPA,A359,Airbus A350-941,B-LQC,21.776596,83.357964,40000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LQE,-3.59225,57.357109,39000
Cathay Pacific,CPA,A333,Airbus A330-343,B-LBJ,31.144444,121.808273,0
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPZ,15.726417,106.908989,34000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRB,40.672668,28.482483,37000
Cathay Pacific,CPA,A35K,Airbus A350-1041,B-LXR,35.181656,140.437729,35000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPO,41.124161,30.858643,31000
Cathay Pacific,CPA,A333,Airbus A330-343,B-LBI,21.15921,98.752907,40000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPW,43.422592,25.775522,33000
Cathay Pacific,CPA,A333,Airbus A330-343,B-HLU,24.23435,113.90107,27600
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KQG,8.046182,123.801048,35000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LQF,7.572746,124.021347,37000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRM,43.476379,24.894125,37000
Cathay Pacific Cargo,CPA,B744,Boeing 747-467F(ER),B-LIE,21.232708,105.767006,450
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPQ,-21.781677,141.179657,34000
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPA,21.622009,115.038193,23550
Cathay Pacific,CPA,A333,Airbus A330-343,B-LAO,10.7781,107.972572,36000
Cathay Pacific,CPA,A333,Airbus A330-343,B-HLW,19.512131,103.361137,38000
Cathay Pacific,CPA,A333,Airbus A330-343,B-HLQ,27.590767,123.64563,36000
Cathay Pacific,CPA,B773,Boeing 777-367,B-HNP,21.22023,112.627144,32050
Cathay Pacific,CPA,A35K,Airbus A350-1041,B-LXL,44.046249,20.614695,35000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRC,14.280039,110.234985,39000
Cathay Pacific,CPA,A21N,Airbus A321-251NX,B-HPI,16.410828,119.868454,33000
Cathay Pacific,CPA,A21N,Airbus A321-251NX,B-HPJ,22.262583,114.720711,12425
Cathay Pacific,CPA,A333,Airbus A330-343,B-HLN,17.94812,111.123772,39000
Cathay Pacific,CPA,A21N,Airbus A321-251NX,B-HPH,22.326046,113.903862,0
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRJ,18.00252,111.020561,40000
Cathay Pacific,CPA,A359,Airbus A350-941,B-LRN,22.317078,116.673904,40900
Cathay Pacific,CPA,A21N,Airbus A321-251NX,B-HPG,23.388269,113.306709,0
Cathay Pacific,CPA,A333,Airbus A330-343,B-LBH,20.858829,111.700401,40100
Cathay Pacific,CPA,A333,Airbus A330-343,B-LBG,22.352142,115.284782,23200
Cathay Pacific Cargo,CPA,B744,Boeing 747-467F(ER),B-LID,18.701891,112.205917,30000
Cathay Pacific,CPA,A333,Airbus A330-343,B-LAL,22.305819,113.901711,0
Cathay Pacific,CPA,A333,Airbus A330-343,B-LBA,24.920334,120.750122,22250
Cathay Pacific,CPA,A333,Airbus A330-343,B-HLM,23.507446,116.712257,28000
Cathay Pacific Cargo,CPA,B748,Boeing 747-867F,B-LJH,22.327789,114.087921,5450
Cathay Pacific,CPA,A21N,Airbus A321-251NX,B-HPO,22.298302,113.898796,0
Cathay Pacific,CPA,A35K,Airbus A350-1041,B-LXP,22.304155,113.913826,0
Cathay Pacific,CPA,B77W,Boeing 777-367(ER),B-KPV,22.313026,113.923981,0
Cayman Airways Express,CAY,DHC6,De Havilland Canada DHC-6-300 Twin Otter,VP-CXA,19.32793,-81.02327,3100
Cayman Airways,CAY,B38M,Boeing 737 MAX 8,VP-CIY,21.567373,-81.826782,31000
Cayman Airways,CAY,B38M,Boeing 737 MAX 8,VP-CIZ,19.602776,-81.213631,10925
Cayman Airways,CAY,SF34,Saab 340B,VP-CKI,19.594482,-80.236687,9025
CB SkyShare,CBC,PC12,Pilatus PC-12/45,N499CB,42.422077,-112.184975,24000
Cebu Pacific,CEB,A339,Airbus A330-941,RP-C3906,18.033325,82.115089,38000
Cebu Pacific,CEB,A21N,Airbus A321-271NX,RP-C4140,16.222092,122.766869,36025
Cebu Pacific,CEB,A20N,Airbus A320-271N,RP-C4138,11.382843,123.379166,23150
Cebu Pacific,CEB,A339,Airbus A330-941,RP-C3901,21.531481,125.507355,40000
Cebu Pacific,CEB,A321,Airbus A321-211,RP-C4116,12.530326,118.346703,36000
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C3264,13.709518,103.658798,34000
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C3279,3.785209,112.046906,38000
Cebu Pacific,CEB,A21N,Airbus A321-271NX,RP-C4121,29.665421,134.879684,33975
Cebu Pacific,CEB,A339,Airbus A330-941,RP-C3903,8.031751,114.616005,40000
Cebu Pacific,CEB,A20N,Airbus A320-271N,RP-C4159,7.739682,117.329247,36025
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C4108,6.820679,116.680901,36000
Cebu Pacific,CEB,A20N,Airbus A320-271N,RP-C3287,8.627573,125.791939,35875
Cebu Pacific,CEB,A20N,Airbus A320-271N,RP-C4134,14.208208,117.066795,33950
Cebu Pacific,CEB,AT76,ATR 72-600,RP-C7281,7.36972,125.396179,10275
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C4105,14.063804,121.237122,12525
Cebu Pacific,CEB,A321,Airbus A321-211,RP-C4115,12.666818,120.134918,28850
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C4106,10.19426,122.856476,17150
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C4100,12.895294,121.868027,30225
Cebu Pacific,CEB,A321,Airbus A321-211,RP-C4117,14.151398,120.85463,8675
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C4107,11.49831,122.813515,32025
Cebu Pacific,CEB,A320,Airbus A320-214,LZ-FBK,9.474777,123.813881,36000
Cebu Pacific,CEB,A320,Airbus A320-214,RP-C4104,22.255188,114.272194,8825
Cebu Pacific,CEB,A20N,Airbus A320-271N,RP-C4157,13.710844,120.97995,24200
Cebu Pacific,CEB,AT76,ATR 72-600,RP-C7291,9.803761,123.947945,10050
Cebu Pacific,CEB,A20N,Airbus A320-271N,RP-C4331,13.647161,121.978065,37000
Cebu Pacific,CEB,A321,Airbus A321-211,RP-C4114,14.523123,121.007729,0
Ceiba Intercontinental,CEL,B738,Boeing 737-8FB,ET-AWR,12.147766,0.629346,37975
CemAir,KEM,CRJ7,Bombardier CRJ-702ER,ZS-CMX,-33.872425,18.574127,1900
CemAir,KEM,B190,Beech 1900D,ZS-CMN,-26.152393,28.251965,0
CemAir,KEM,CRJ9,Mitsubishi CRJ-900LR,ZS-CMO,-25.022186,33.104603,28525
CemAir,KEM,DH8D,De Havilland Canada Dash 8-400,ZS-DHJ,-27.883307,26.827085,24000
Central Air Southwest,CTL,AC50,Aero Commander 500-B,N23BQ,44.409164,-94.508904,4900
Central Airlines,HLF,B738,Boeing 737-8Z9(BCF),B-221V,22.842316,113.696609,2825
